broken-link
https://s2.smu.edu/~fmoore/this_aint_gonna_work.htm
https://s2.smu.edu/~fmoore/syl_7330.pdf
https://s2.smu.edu/~fmoore/syl_5330.pdf
https://s2.smu.edu/~fmoore/misc/count_letters_duplicate.txt
https://s2.smu.edu/~fmoore/misc/count_letters.txt
https://s2.smu.edu/~fmoore/does_not_exist.htm
